Site Name ,EXTRA-FRCH,,,
Site Number ,6,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11618,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
1423,26/06/2020 , 08:45:00,18406,18406
1424,26/06/2020 , 09:00:00,7465,7465
1425,26/06/2020 , 09:15:00,27061,27061
1426,26/06/2020 , 09:30:00,30409,30409
1427,26/06/2020 , 09:45:00,31908,31908
1428,26/06/2020 , 10:00:00,33458,33458
1429,26/06/2020 , 10:15:00,32347,32347
1430,26/06/2020 , 10:30:00,36528,36528
1431,26/06/2020 , 10:45:00,37900,37900
1432,26/06/2020 , 11:00:00,39256,39256
1433,26/06/2020 , 11:15:00,40495,40495
1434,26/06/2020 , 11:30:00,41645,41645
1435,26/06/2020 , 11:45:00,42866,42866
1436,26/06/2020 , 12:00:00,43941,43941
1437,26/06/2020 , 12:15:00,45038,45038
1438,26/06/2020 , 12:30:00,46002,46002
1439,26/06/2020 , 12:45:00,45751,45751
1440,26/06/2020 , 13:00:00,48593,48593
1441,26/06/2020 , 13:15:00,49480,49480
1442,26/06/2020 , 13:30:00,48046,48046
1443,26/06/2020 , 13:45:00,31224,31224
1444,26/06/2020 , 14:00:00,12135,12135
1445,26/06/2020 , 14:15:00,6021,6021
1446,26/06/2020 , 14:30:00,8634,8634
1447,26/06/2020 , 14:45:00,9032,9032
1448,26/06/2020 , 15:00:00,10473,10473
1449,26/06/2020 , 15:15:00,14460,14460
1450,26/06/2020 , 15:30:00,17023,17023
1451,26/06/2020 , 15:45:00,17863,17863
1452,26/06/2020 , 16:00:00,17121,17121
1453,26/06/2020 , 16:15:00,19053,19053
1454,26/06/2020 , 16:30:00,18393,18393
1455,26/06/2020 , 16:45:00,26718,26718
1456,26/06/2020 , 17:00:00,31447,31447
1457,26/06/2020 , 17:15:00,28574,28574
1458,26/06/2020 , 17:30:00,28228,28228
1459,26/06/2020 , 17:45:00,37986,37986
1460,26/06/2020 , 18:00:00,35809,35809
1461,26/06/2020 , 18:15:00,34158,34158
1462,26/06/2020 , 18:30:00,32585,32585
1463,26/06/2020 , 18:45:00,32829,32829
1464,26/06/2020 , 19:00:00,31916,31916
1465,26/06/2020 , 19:15:00,27749,27749
1466,26/06/2020 , 19:30:00,25646,25646
1467,26/06/2020 , 19:45:00,23756,23756
1468,26/06/2020 , 20:00:00,21857,21857
1469,26/06/2020 , 20:15:00,18783,18783
1470,26/06/2020 , 20:30:00,13175,13175
1471,26/06/2020 , 20:45:00,16133,16133
1472,26/06/2020 , 21:00:00,11791,11791
1473,26/06/2020 , 21:15:00,8177,8177
1474,26/06/2020 , 21:30:00,3834,3834
1475,26/06/2020 , 21:45:00,3004,3004
1476,26/06/2020 , 22:00:00,4616,4616
1477,26/06/2020 , 22:15:00,2301,2301
1478,26/06/2020 , 22:30:00,1898,1898
1479,26/06/2020 , 22:45:00,1737,1737
1480,26/06/2020 , 23:00:00,1549,1549
1481,26/06/2020 , 23:15:00,1242,1242
1482,26/06/2020 , 23:30:00,1001,1001
1483,26/06/2020 , 23:45:00,781,781
1484,26/06/2020 , 24:00:00,594,594
1485,27/06/2020 , 00:15:00,433,433
1486,27/06/2020 , 00:30:00,308,308
1487,27/06/2020 , 00:45:00,208,208
1488,27/06/2020 , 01:00:00,133,133
1489,27/06/2020 , 01:15:00,72,72
1490,27/06/2020 , 01:30:00,53,53
1491,27/06/2020 , 01:45:00,68,68
1492,27/06/2020 , 02:00:00,103,103
1493,27/06/2020 , 02:15:00,120,120
1494,27/06/2020 , 02:30:00,139,139
1495,27/06/2020 , 02:45:00,168,168
1496,27/06/2020 , 03:00:00,210,210
1497,27/06/2020 , 03:15:00,272,272
1498,27/06/2020 , 03:30:00,372,372
1499,27/06/2020 , 03:45:00,499,499
1500,27/06/2020 , 04:00:00,655,655
1501,27/06/2020 , 04:15:00,846,846
1502,27/06/2020 , 04:30:00,1110,1110
1503,27/06/2020 , 04:45:00,1437,1437
1504,27/06/2020 , 05:00:00,1724,1724
1505,27/06/2020 , 05:15:00,2968,2968
1506,27/06/2020 , 05:30:00,3965,3965
1507,27/06/2020 , 05:45:00,5324,5324
1508,27/06/2020 , 06:00:00,3566,3566
1509,27/06/2020 , 06:15:00,4987,4987
1510,27/06/2020 , 06:30:00,7710,7710
1511,27/06/2020 , 06:45:00,6411,6411
1512,27/06/2020 , 07:00:00,6318,6318
1513,27/06/2020 , 07:15:00,9377,9377
1514,27/06/2020 , 07:30:00,10193,10193
1515,27/06/2020 , 07:45:00,13612,13612
1516,27/06/2020 , 08:00:00,12955,12955
1517,27/06/2020 , 08:15:00,11815,11815
1518,27/06/2020 , 08:30:00,14262,14262
1519,27/06/2020 , 08:45:00,10235,10235
1520,27/06/2020 , 09:00:00,7201,7201
1521,27/06/2020 , 09:15:00,26666,26666
1522,27/06/2020 , 09:30:00,30142,30142
1523,27/06/2020 , 09:45:00,31722,31722
1524,27/06/2020 , 10:00:00,33281,33281
1525,27/06/2020 , 10:15:00,31057,31057
1526,27/06/2020 , 10:30:00,36676,36676
1527,27/06/2020 , 10:45:00,40469,40469
1528,27/06/2020 , 11:00:00,31330,31330
1529,27/06/2020 , 11:15:00,30232,30232
1530,27/06/2020 , 11:30:00,39534,39534
1531,27/06/2020 , 11:45:00,22099,22099
1532,27/06/2020 , 12:00:00,29477,29477
1533,27/06/2020 , 12:15:00,50530,50530
1534,27/06/2020 , 12:30:00,50866,50866
1535,27/06/2020 , 12:45:00,47694,47694
1536,27/06/2020 , 13:00:00,48696,48696
1537,27/06/2020 , 13:15:00,30797,30797
1538,27/06/2020 , 13:30:00,45489,45489
1539,27/06/2020 , 13:45:00,48328,48328
1540,27/06/2020 , 14:00:00,50156,50156
1541,27/06/2020 , 14:15:00,49470,49470
1542,27/06/2020 , 14:30:00,49858,49858
1543,27/06/2020 , 14:45:00,49645,49645
1544,27/06/2020 , 15:00:00,48970,48970
1545,27/06/2020 , 15:15:00,49191,49191
1546,27/06/2020 , 15:30:00,46920,46920
1547,27/06/2020 , 15:45:00,44902,44902
1548,27/06/2020 , 16:00:00,45761,45761
1549,27/06/2020 , 16:15:00,44378,44378
1550,27/06/2020 , 16:30:00,38991,38991
1551,27/06/2020 , 16:45:00,38202,38202
1552,27/06/2020 , 17:00:00,38706,38706
1553,27/06/2020 , 17:15:00,37335,37335
1554,27/06/2020 , 17:30:00,25908,25908
1555,27/06/2020 , 17:45:00,34568,34568
1556,27/06/2020 , 18:00:00,23867,23867
1557,27/06/2020 , 18:15:00,30275,30275
1558,27/06/2020 , 18:30:00,30990,30990
1559,27/06/2020 , 18:45:00,29285,29285
1560,27/06/2020 , 19:00:00,27325,27325
1561,27/06/2020 , 19:15:00,25715,25715
1562,27/06/2020 , 19:30:00,23881,23881
1563,27/06/2020 , 19:45:00,21811,21811
1564,27/06/2020 , 20:00:00,18556,18556
1565,27/06/2020 , 20:15:00,13373,13373
1566,27/06/2020 , 20:30:00,12033,12033
1567,27/06/2020 , 20:45:00,12647,12647
1568,27/06/2020 , 21:00:00,11809,11809
1569,27/06/2020 , 21:15:00,9106,9106
1570,27/06/2020 , 21:30:00,4631,4631
1571,27/06/2020 , 21:45:00,3905,3905
1572,27/06/2020 , 22:00:00,3593,3593
1573,27/06/2020 , 22:15:00,3205,3205
1574,27/06/2020 , 22:30:00,2728,2728
1575,27/06/2020 , 22:45:00,2179,2179
1576,27/06/2020 , 23:00:00,1798,1798
1577,27/06/2020 , 23:15:00,1575,1575
1578,27/06/2020 , 23:30:00,1188,1188
1579,27/06/2020 , 23:45:00,793,793
1580,27/06/2020 , 24:00:00,522,522
1581,28/06/2020 , 00:15:00,339,339
1582,28/06/2020 , 00:30:00,244,244
1583,28/06/2020 , 00:45:00,183,183
1584,28/06/2020 , 01:00:00,140,140
1585,28/06/2020 , 01:15:00,114,114
1586,28/06/2020 , 01:30:00,96,96
1587,28/06/2020 , 01:45:00,88,88
1588,28/06/2020 , 02:00:00,88,88
1589,28/06/2020 , 02:15:00,91,91
1590,28/06/2020 , 02:30:00,97,97
1591,28/06/2020 , 02:45:00,117,117
1592,28/06/2020 , 03:00:00,150,150
1593,28/06/2020 , 03:15:00,184,184
1594,28/06/2020 , 03:30:00,249,249
1595,28/06/2020 , 03:45:00,382,382
1596,28/06/2020 , 04:00:00,618,618
1597,28/06/2020 , 04:15:00,892,892
1598,28/06/2020 , 04:30:00,1094,1094
1599,28/06/2020 , 04:45:00,1327,1327
1600,28/06/2020 , 05:00:00,1651,1651
1601,28/06/2020 , 05:15:00,1809,1809
1602,28/06/2020 , 05:30:00,1847,1847
1603,28/06/2020 , 05:45:00,2016,2016
1604,28/06/2020 , 06:00:00,2436,2436
1605,28/06/2020 , 06:15:00,4524,4524
1606,28/06/2020 , 06:30:00,6698,6698
1607,28/06/2020 , 06:45:00,3606,3606
1608,28/06/2020 , 07:00:00,7093,7093
1609,28/06/2020 , 07:15:00,10770,10770
1610,28/06/2020 , 07:30:00,14445,14445
1611,28/06/2020 , 07:45:00,15806,15806
1612,28/06/2020 , 08:00:00,13028,13028
1613,28/06/2020 , 08:15:00,17088,17088
1614,28/06/2020 , 08:30:00,19142,19142
1615,28/06/2020 , 08:45:00,15622,15622
1616,28/06/2020 , 09:00:00,9795,9795
1617,28/06/2020 , 09:15:00,14752,14752
1618,28/06/2020 , 09:30:00,28886,28886
1619,28/06/2020 , 09:45:00,30281,30281
1620,28/06/2020 , 10:00:00,28494,28494
1621,28/06/2020 , 10:15:00,27941,27941
1622,28/06/2020 , 10:30:00,26587,26587
1623,28/06/2020 , 10:45:00,16964,16964
1624,28/06/2020 , 11:00:00,18039,18039
1625,28/06/2020 , 11:15:00,18582,18582
1626,28/06/2020 , 11:30:00,23454,23454
1627,28/06/2020 , 11:45:00,33141,33141
1628,28/06/2020 , 12:00:00,33675,33675
1629,28/06/2020 , 12:15:00,31061,31061
1630,28/06/2020 , 12:30:00,27101,27101
1631,28/06/2020 , 12:45:00,27199,27199
1632,28/06/2020 , 13:00:00,15140,15140
1633,28/06/2020 , 13:15:00,10881,10881
1634,28/06/2020 , 13:30:00,12335,12335
1635,28/06/2020 , 13:45:00,12199,12199
1636,28/06/2020 , 14:00:00,12026,12026
1637,28/06/2020 , 14:15:00,13917,13917
1638,28/06/2020 , 14:30:00,10555,10555
1639,28/06/2020 , 14:45:00,2750,2750
1640,28/06/2020 , 15:00:00,2973,2973
1641,28/06/2020 , 15:15:00,2156,2156
1642,28/06/2020 , 15:30:00,1768,1768
1643,28/06/2020 , 15:45:00,3130,3130
1644,28/06/2020 , 16:00:00,6182,6182
1645,28/06/2020 , 16:15:00,8815,8815
1646,28/06/2020 , 16:30:00,10221,10221
1647,28/06/2020 , 16:45:00,10686,10686
1648,28/06/2020 , 17:00:00,12032,12032
1649,28/06/2020 , 17:15:00,10818,10818
1650,28/06/2020 , 17:30:00,9522,9522
1651,28/06/2020 , 17:45:00,7939,7939
1652,28/06/2020 , 18:00:00,7215,7215
1653,28/06/2020 , 18:15:00,7176,7176
1654,28/06/2020 , 18:30:00,6580,6580
1655,28/06/2020 , 18:45:00,5495,5495
1656,28/06/2020 , 19:00:00,4926,4926
1657,28/06/2020 , 19:15:00,3718,3718
1658,28/06/2020 , 19:30:00,3118,3118
1659,28/06/2020 , 19:45:00,3411,3411
1660,28/06/2020 , 20:00:00,4211,4211
1661,28/06/2020 , 20:15:00,3592,3592
1662,28/06/2020 , 20:30:00,2920,2920
1663,28/06/2020 , 20:45:00,3076,3076
1664,28/06/2020 , 21:00:00,1451,1451
1665,28/06/2020 , 21:15:00,704,704
1666,28/06/2020 , 21:30:00,799,799
1667,28/06/2020 , 21:45:00,1184,1184
1668,28/06/2020 , 22:00:00,1848,1848
1669,28/06/2020 , 22:15:00,2083,2083
1670,28/06/2020 , 22:30:00,1858,1858
1671,28/06/2020 , 22:45:00,1592,1592
1672,28/06/2020 , 23:00:00,1617,1617
1673,28/06/2020 , 23:15:00,1229,1229
1674,28/06/2020 , 23:30:00,769,769
1675,28/06/2020 , 23:45:00,423,423
1676,28/06/2020 , 24:00:00,154,154
1677,29/06/2020 , 00:15:00,127,127
1678,29/06/2020 , 00:30:00,115,115
1679,29/06/2020 , 00:45:00,74,74
1680,29/06/2020 , 01:00:00,55,55
1681,29/06/2020 , 01:15:00,45,45
1682,29/06/2020 , 01:30:00,30,30
1683,29/06/2020 , 01:45:00,23,23
1684,29/06/2020 , 02:00:00,21,21
1685,29/06/2020 , 02:15:00,23,23
1686,29/06/2020 , 02:30:00,30,30
1687,29/06/2020 , 02:45:00,27,27
1688,29/06/2020 , 03:00:00,40,40
1689,29/06/2020 , 03:15:00,52,52
1690,29/06/2020 , 03:30:00,55,55
1691,29/06/2020 , 03:45:00,99,99
1692,29/06/2020 , 04:00:00,255,255
1693,29/06/2020 , 04:15:00,352,352
1694,29/06/2020 , 04:30:00,684,684
1695,29/06/2020 , 04:45:00,979,979
1696,29/06/2020 , 05:00:00,968,968
1697,29/06/2020 , 05:15:00,1229,1229
1698,29/06/2020 , 05:30:00,1486,1486
1699,29/06/2020 , 05:45:00,1966,1966
1700,29/06/2020 , 06:00:00,2053,2053
1701,29/06/2020 , 06:15:00,2615,2615
1702,29/06/2020 , 06:30:00,3156,3156
1703,29/06/2020 , 06:45:00,3094,3094
1704,29/06/2020 , 07:00:00,3715,3715
1705,29/06/2020 , 07:15:00,5390,5390
1706,29/06/2020 , 07:30:00,5824,5824
1707,29/06/2020 , 07:45:00,7165,7165
1708,29/06/2020 , 08:00:00,7878,7878
1709,29/06/2020 , 08:15:00,6347,6347
1710,29/06/2020 , 08:30:00,7584,7584
1711,29/06/2020 , 08:45:00,10098,10098
1712,29/06/2020 , 09:00:00,12237,12237
1713,29/06/2020 , 09:15:00,14345,14345
1714,29/06/2020 , 09:30:00,18723,18723
1715,29/06/2020 , 09:45:00,20098,20098
1716,29/06/2020 , 10:00:00,30787,30787
1717,29/06/2020 , 10:15:00,29079,29079
1718,29/06/2020 , 10:30:00,26528,26528
1719,29/06/2020 , 10:45:00,27280,27280
1720,29/06/2020 , 11:00:00,21070,21070
1721,29/06/2020 , 11:15:00,41495,41495
1722,29/06/2020 , 11:30:00,26686,26686
1723,29/06/2020 , 11:45:00,24039,24039
1724,29/06/2020 , 12:00:00,44498,44498
1725,29/06/2020 , 12:15:00,42896,42896
1726,29/06/2020 , 12:30:00,26254,26254
1727,29/06/2020 , 12:45:00,24478,24478
1728,29/06/2020 , 13:00:00,32074,32074
1729,29/06/2020 , 13:15:00,45574,45574
1730,29/06/2020 , 13:30:00,47591,47591
1731,29/06/2020 , 13:45:00,27287,27287
1732,29/06/2020 , 14:00:00,31816,31816
1733,29/06/2020 , 14:15:00,21776,21776
1734,29/06/2020 , 14:30:00,33563,33563
1735,29/06/2020 , 14:45:00,31446,31446
1736,29/06/2020 , 15:00:00,29266,29266
1737,29/06/2020 , 15:15:00,20371,20371
1738,29/06/2020 , 15:30:00,17071,17071
1739,29/06/2020 , 15:45:00,15551,15551
1740,29/06/2020 , 16:00:00,9799,9799
1741,29/06/2020 , 16:15:00,3491,3491
1742,29/06/2020 , 16:30:00,4980,4980
1743,29/06/2020 , 16:45:00,5811,5811
1744,29/06/2020 , 17:00:00,8175,8175
1745,29/06/2020 , 17:15:00,11584,11584
1746,29/06/2020 , 17:30:00,13103,13103
1747,29/06/2020 , 17:45:00,9827,9827
1748,29/06/2020 , 18:00:00,5170,5170
1749,29/06/2020 , 18:15:00,2480,2480
1750,29/06/2020 , 18:30:00,3883,3883
1751,29/06/2020 , 18:45:00,4413,4413
1752,29/06/2020 , 19:00:00,3198,3198
1753,29/06/2020 , 19:15:00,2978,2978
1754,29/06/2020 , 19:30:00,4015,4015
1755,29/06/2020 , 19:45:00,4915,4915
1756,29/06/2020 , 20:00:00,4607,4607
1757,29/06/2020 , 20:15:00,3105,3105
1758,29/06/2020 , 20:30:00,2297,2297
1759,29/06/2020 , 20:45:00,2745,2745
1760,29/06/2020 , 21:00:00,1947,1947
1761,29/06/2020 , 21:15:00,1432,1432
1762,29/06/2020 , 21:30:00,2290,2290
1763,29/06/2020 , 21:45:00,2378,2378
1764,29/06/2020 , 22:00:00,2409,2409
1765,29/06/2020 , 22:15:00,1872,1872
1766,29/06/2020 , 22:30:00,1576,1576
1767,29/06/2020 , 22:45:00,1145,1145
1768,29/06/2020 , 23:00:00,996,996
1769,29/06/2020 , 23:15:00,456,456
1770,29/06/2020 , 23:30:00,246,246
1771,29/06/2020 , 23:45:00,244,244
1772,29/06/2020 , 24:00:00,166,166
1773,30/06/2020 , 00:15:00,114,114
1774,30/06/2020 , 00:30:00,68,68
1775,30/06/2020 , 00:45:00,50,50
1776,30/06/2020 , 01:00:00,53,53
1777,30/06/2020 , 01:15:00,39,39
1778,30/06/2020 , 01:30:00,26,26
1779,30/06/2020 , 01:45:00,26,26
1780,30/06/2020 , 02:00:00,27,27
1781,30/06/2020 , 02:15:00,26,26
1782,30/06/2020 , 02:30:00,35,35
1783,30/06/2020 , 02:45:00,63,63
1784,30/06/2020 , 03:00:00,76,76
1785,30/06/2020 , 03:15:00,88,88
1786,30/06/2020 , 03:30:00,152,152
1787,30/06/2020 , 03:45:00,235,235
1788,30/06/2020 , 04:00:00,321,321
1789,30/06/2020 , 04:15:00,391,391
1790,30/06/2020 , 04:30:00,476,476
1791,30/06/2020 , 04:45:00,576,576
1792,30/06/2020 , 05:00:00,676,676
1793,30/06/2020 , 05:15:00,780,780
1794,30/06/2020 , 05:30:00,1539,1539
1795,30/06/2020 , 05:45:00,1772,1772
1796,30/06/2020 , 06:00:00,1679,1679
1797,30/06/2020 , 06:15:00,2135,2135
1798,30/06/2020 , 06:30:00,3129,3129
1799,30/06/2020 , 06:45:00,2973,2973
1800,30/06/2020 , 07:00:00,2555,2555
1801,30/06/2020 , 07:15:00,1404,1404
1802,30/06/2020 , 07:30:00,2919,2919
1803,30/06/2020 , 07:45:00,4704,4704
1804,30/06/2020 , 08:00:00,5596,5596
1805,30/06/2020 , 08:15:00,6679,6679
1806,30/06/2020 , 08:30:00,4840,4840
1807,30/06/2020 , 08:45:00,8846,8846
1808,30/06/2020 , 09:00:00,11679,11679
1809,30/06/2020 , 09:15:00,10868,10868
1810,30/06/2020 , 09:30:00,16864,16864
1811,30/06/2020 , 09:45:00,19540,19540
1812,30/06/2020 , 10:00:00,13137,13137
1813,30/06/2020 , 10:15:00,20509,20509
1814,30/06/2020 , 10:30:00,16974,16974
1815,30/06/2020 , 10:45:00,18809,18809
1816,30/06/2020 , 11:00:00,26872,26872
1817,30/06/2020 , 11:15:00,17941,17941
1818,30/06/2020 , 11:30:00,23997,23997
1819,30/06/2020 , 11:45:00,27872,27872
1820,30/06/2020 , 12:00:00,30920,30920
1821,30/06/2020 , 12:15:00,28264,28264
1822,30/06/2020 , 12:30:00,20637,20637
1823,30/06/2020 , 12:45:00,9933,9933
1824,30/06/2020 , 13:00:00,15183,15183
1825,30/06/2020 , 13:15:00,29187,29187
1826,30/06/2020 , 13:30:00,44393,44393
1827,30/06/2020 , 13:45:00,42840,42840
1828,30/06/2020 , 14:00:00,43948,43948
1829,30/06/2020 , 14:15:00,26745,26745
1830,30/06/2020 , 14:30:00,41622,41622
1831,30/06/2020 , 14:45:00,28863,28863
1832,30/06/2020 , 15:00:00,4099,4099
1833,30/06/2020 , 15:15:00,7248,7248
1834,30/06/2020 , 15:30:00,7929,7929
1835,30/06/2020 , 15:45:00,30333,30333
1836,30/06/2020 , 16:00:00,6147,6147
1837,30/06/2020 , 16:15:00,25927,25927
1838,30/06/2020 , 16:30:00,32779,32779
1839,30/06/2020 , 16:45:00,27435,27435
1840,30/06/2020 , 17:00:00,17488,17488
1841,30/06/2020 , 17:15:00,15116,15116
1842,30/06/2020 , 17:30:00,26920,26920
1843,30/06/2020 , 17:45:00,24698,24698
1844,30/06/2020 , 18:00:00,31299,31299
1845,30/06/2020 , 18:15:00,31765,31765
1846,30/06/2020 , 18:30:00,33020,33020
1847,30/06/2020 , 18:45:00,29291,29291
1848,30/06/2020 , 19:00:00,28216,28216
1849,30/06/2020 , 19:15:00,27787,27787
1850,30/06/2020 , 19:30:00,14592,14592
1851,30/06/2020 , 19:45:00,24262,24262
1852,30/06/2020 , 20:00:00,20913,20913
1853,30/06/2020 , 20:15:00,11091,11091
1854,30/06/2020 , 20:30:00,8235,8235
1855,30/06/2020 , 20:45:00,2496,2496
1856,30/06/2020 , 21:00:00,6296,6296
1857,30/06/2020 , 21:15:00,12349,12349
1858,30/06/2020 , 21:30:00,3184,3184
1859,30/06/2020 , 21:45:00,2185,2185
1860,30/06/2020 , 22:00:00,3243,3243
1861,30/06/2020 , 22:15:00,1756,1756
1862,30/06/2020 , 22:30:00,1505,1505
1863,30/06/2020 , 22:45:00,1296,1296
1864,30/06/2020 , 23:00:00,1106,1106
1865,30/06/2020 , 23:15:00,914,914
1866,30/06/2020 , 23:30:00,735,735
1867,30/06/2020 , 23:45:00,574,574
1868,30/06/2020 , 24:00:00,432,432
1869,1/7/2020, 00:15:00,322,322
1870,1/7/2020, 00:30:00,237,237
1871,1/7/2020, 00:45:00,176,176
1872,1/7/2020, 01:00:00,134,134
1873,1/7/2020, 01:15:00,103,103
1874,1/7/2020, 01:30:00,85,85
1875,1/7/2020, 01:45:00,76,76
1876,1/7/2020, 02:00:00,74,74
1877,1/7/2020, 02:15:00,77,77
1878,1/7/2020, 02:30:00,87,87
1879,1/7/2020, 02:45:00,106,106
1880,1/7/2020, 03:00:00,138,138
1881,1/7/2020, 03:15:00,182,182
1882,1/7/2020, 03:30:00,245,245
1883,1/7/2020, 03:45:00,333,333
1884,1/7/2020, 04:00:00,465,465
1885,1/7/2020, 04:15:00,686,686
1886,1/7/2020, 04:30:00,880,880
1887,1/7/2020, 04:45:00,1167,1167
1888,1/7/2020, 05:00:00,1540,1540
1889,1/7/2020, 05:15:00,2034,2034
1890,1/7/2020, 05:30:00,2424,2424
1891,1/7/2020, 05:45:00,3309,3309
1892,1/7/2020, 06:00:00,3548,3548
1893,1/7/2020, 06:15:00,3861,3861
1894,1/7/2020, 06:30:00,5174,5174
1895,1/7/2020, 06:45:00,6057,6057
1896,1/7/2020, 07:00:00,5905,5905
1897,1/7/2020, 07:15:00,10471,10471
1898,1/7/2020, 07:30:00,14286,14286
1899,1/7/2020, 07:45:00,15740,15740
1900,1/7/2020, 08:00:00,15002,15002
1901,1/7/2020, 08:15:00,16806,16806
1902,1/7/2020, 08:30:00,18691,18691
1903,1/7/2020, 08:45:00,16176,16176
1904,1/7/2020, 09:00:00,10065,10065
1905,1/7/2020, 09:15:00,16366,16366
1906,1/7/2020, 09:30:00,20892,20892
1907,1/7/2020, 09:45:00,28291,28291
1908,1/7/2020, 10:00:00,29408,29408
1909,1/7/2020, 10:15:00,29693,29693
1910,1/7/2020, 10:30:00,27516,27516
1911,1/7/2020, 10:45:00,35999,35999
1912,1/7/2020, 11:00:00,38364,38364
1913,1/7/2020, 11:15:00,38469,38469
1914,1/7/2020, 11:30:00,35923,35923
1915,1/7/2020, 11:45:00,39659,39659
1916,1/7/2020, 12:00:00,42675,42675
1917,1/7/2020, 12:15:00,44146,44146
1918,1/7/2020, 12:30:00,44911,44911
1919,1/7/2020, 12:45:00,45731,45731
1920,1/7/2020, 13:00:00,46086,46086
1921,1/7/2020, 13:15:00,46976,46976
1922,1/7/2020, 13:30:00,47352,47352
1923,1/7/2020, 13:45:00,47011,47011
1924,1/7/2020, 14:00:00,46976,46976
1925,1/7/2020, 14:15:00,46977,46977
1926,1/7/2020, 14:30:00,46675,46675
1927,1/7/2020, 14:45:00,46263,46263
1928,1/7/2020, 15:00:00,45786,45786
1929,1/7/2020, 15:15:00,45340,45340
1930,1/7/2020, 15:30:00,44609,44609
1931,1/7/2020, 15:45:00,43555,43555
1932,1/7/2020, 16:00:00,42639,42639
1933,1/7/2020, 16:15:00,41703,41703
1934,1/7/2020, 16:30:00,41758,41758
1935,1/7/2020, 16:45:00,39943,39943
1936,1/7/2020, 17:00:00,39517,39517
1937,1/7/2020, 17:15:00,38797,38797
1938,1/7/2020, 17:30:00,38504,38504
1939,1/7/2020, 17:45:00,32005,32005
1940,1/7/2020, 18:00:00,27473,27473
1941,1/7/2020, 18:15:00,31447,31447
1942,1/7/2020, 18:30:00,19843,19843
1943,1/7/2020, 18:45:00,12164,12164
1944,1/7/2020, 19:00:00,15011,15011
1945,1/7/2020, 19:15:00,8942,8942
1946,1/7/2020, 19:30:00,7112,7112
1947,1/7/2020, 19:45:00,6108,6108
1948,1/7/2020, 20:00:00,5606,5606
1949,1/7/2020, 20:15:00,5256,5256
1950,1/7/2020, 20:30:00,4570,4570
1951,1/7/2020, 20:45:00,3626,3626
1952,1/7/2020, 21:00:00,3210,3210
1953,1/7/2020, 21:15:00,2540,2540
1954,1/7/2020, 21:30:00,2876,2876
1955,1/7/2020, 21:45:00,1902,1902
1956,1/7/2020, 22:00:00,1576,1576
1957,1/7/2020, 22:15:00,1909,1909
1958,1/7/2020, 22:30:00,1976,1976
1959,1/7/2020, 22:45:00,1802,1802
1960,1/7/2020, 23:00:00,1517,1517
1961,1/7/2020, 23:15:00,1564,1564
1962,1/7/2020, 23:30:00,1218,1218
1963,1/7/2020, 23:45:00,691,691
1964,1/7/2020, 24:00:00,482,482
1965,2/7/2020, 00:15:00,371,371
1966,2/7/2020, 00:30:00,255,255
1967,2/7/2020, 00:45:00,200,200
1968,2/7/2020, 01:00:00,159,159
1969,2/7/2020, 01:15:00,124,124
1970,2/7/2020, 01:30:00,102,102
1971,2/7/2020, 01:45:00,90,90
1972,2/7/2020, 02:00:00,89,89
1973,2/7/2020, 02:15:00,91,91
1974,2/7/2020, 02:30:00,104,104
1975,2/7/2020, 02:45:00,129,129
1976,2/7/2020, 03:00:00,171,171
1977,2/7/2020, 03:15:00,223,223
1978,2/7/2020, 03:30:00,298,298
1979,2/7/2020, 03:45:00,403,403
1980,2/7/2020, 04:00:00,545,545
1981,2/7/2020, 04:15:00,740,740
1982,2/7/2020, 04:30:00,980,980
1983,2/7/2020, 04:45:00,1246,1246
1984,2/7/2020, 05:00:00,1612,1612
1985,2/7/2020, 05:15:00,1991,1991
1986,2/7/2020, 05:30:00,2618,2618
1987,2/7/2020, 05:45:00,3046,3046
1988,2/7/2020, 06:00:00,4003,4003
1989,2/7/2020, 06:15:00,3826,3826
1990,2/7/2020, 06:30:00,5436,5436
1991,2/7/2020, 06:45:00,5101,5101
1992,2/7/2020, 07:00:00,4027,4027
1993,2/7/2020, 07:15:00,4871,4871
1994,2/7/2020, 07:30:00,8953,8953
1995,2/7/2020, 07:45:00,12278,12278
1996,2/7/2020, 08:00:00,10333,10333
1997,2/7/2020, 08:15:00,14393,14393
1998,2/7/2020, 08:30:00,12955,12955
1999,2/7/2020, 08:45:00,20138,20138
2000,2/7/2020, 09:00:00,14822,14822
2001,2/7/2020, 09:15:00,10256,10256
2002,2/7/2020, 09:30:00,10006,10006
2003,2/7/2020, 09:45:00,11654,11654
2004,2/7/2020, 10:00:00,11011,11011
2005,2/7/2020, 10:15:00,11537,11537
2006,2/7/2020, 10:30:00,13116,13116
2007,2/7/2020, 10:45:00,14955,14955
2008,2/7/2020, 11:00:00,14846,14846
2009,2/7/2020, 11:15:00,13504,13504
2010,2/7/2020, 11:30:00,15864,15864
2011,2/7/2020, 11:45:00,10418,10418
2012,2/7/2020, 12:00:00,9576,9576
2013,2/7/2020, 12:15:00,12569,12569
2014,2/7/2020, 12:30:00,12890,12890
2015,2/7/2020, 12:45:00,12409,12409
2016,2/7/2020, 13:00:00,12779,12779
