Site Name ,EXTRA-FRCH,,,
Site Number ,6,,,
Logger ,Integrating Light Sensor,,,
Logger Serial Number ,11618,,,
,,,,
,,,,
Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
622,18/06/2020 , 00:30:00,400,400
623,18/06/2020 , 00:45:00,308,308
624,18/06/2020 , 01:00:00,235,235
625,18/06/2020 , 01:15:00,195,195
626,18/06/2020 , 01:30:00,164,164
627,18/06/2020 , 01:45:00,135,135
628,18/06/2020 , 02:00:00,134,134
629,18/06/2020 , 02:15:00,146,146
630,18/06/2020 , 02:30:00,166,166
631,18/06/2020 , 02:45:00,202,202
632,18/06/2020 , 03:00:00,263,263
633,18/06/2020 , 03:15:00,318,318
634,18/06/2020 , 03:30:00,380,380
635,18/06/2020 , 03:45:00,479,479
636,18/06/2020 , 04:00:00,586,586
637,18/06/2020 , 04:15:00,689,689
638,18/06/2020 , 04:30:00,925,925
639,18/06/2020 , 04:45:00,1330,1330
640,18/06/2020 , 05:00:00,1857,1857
641,18/06/2020 , 05:15:00,2294,2294
642,18/06/2020 , 05:30:00,3187,3187
643,18/06/2020 , 05:45:00,3722,3722
644,18/06/2020 , 06:00:00,3815,3815
645,18/06/2020 , 06:15:00,4288,4288
646,18/06/2020 , 06:30:00,4842,4842
647,18/06/2020 , 06:45:00,6020,6020
648,18/06/2020 , 07:00:00,8099,8099
649,18/06/2020 , 07:15:00,12058,12058
650,18/06/2020 , 07:30:00,12137,12137
651,18/06/2020 , 07:45:00,9535,9535
652,18/06/2020 , 08:00:00,10596,10596
653,18/06/2020 , 08:15:00,12539,12539
654,18/06/2020 , 08:30:00,19051,19051
655,18/06/2020 , 08:45:00,16676,16676
656,18/06/2020 , 09:00:00,13091,13091
657,18/06/2020 , 09:15:00,27694,27694
658,18/06/2020 , 09:30:00,21947,21947
659,18/06/2020 , 09:45:00,29407,29407
660,18/06/2020 , 10:00:00,20911,20911
661,18/06/2020 , 10:15:00,22449,22449
662,18/06/2020 , 10:30:00,24461,24461
663,18/06/2020 , 10:45:00,24646,24646
664,18/06/2020 , 11:00:00,24761,24761
665,18/06/2020 , 11:15:00,34709,34709
666,18/06/2020 , 11:30:00,38357,38357
667,18/06/2020 , 11:45:00,37489,37489
668,18/06/2020 , 12:00:00,36141,36141
669,18/06/2020 , 12:15:00,38617,38617
670,18/06/2020 , 12:30:00,42546,42546
671,18/06/2020 , 12:45:00,44134,44134
672,18/06/2020 , 13:00:00,45129,45129
673,18/06/2020 , 13:15:00,40670,40670
674,18/06/2020 , 13:30:00,47435,47435
675,18/06/2020 , 13:45:00,38023,38023
676,18/06/2020 , 14:00:00,41250,41250
677,18/06/2020 , 14:15:00,45740,45740
678,18/06/2020 , 14:30:00,43435,43435
679,18/06/2020 , 14:45:00,48931,48931
680,18/06/2020 , 15:00:00,42510,42510
681,18/06/2020 , 15:15:00,45288,45288
682,18/06/2020 , 15:30:00,47078,47078
683,18/06/2020 , 15:45:00,45756,45756
684,18/06/2020 , 16:00:00,43097,43097
685,18/06/2020 , 16:15:00,22825,22825
686,18/06/2020 , 16:30:00,20636,20636
687,18/06/2020 , 16:45:00,22968,22968
688,18/06/2020 , 17:00:00,29705,29705
689,18/06/2020 , 17:15:00,39408,39408
690,18/06/2020 , 17:30:00,45421,45421
691,18/06/2020 , 17:45:00,33495,33495
692,18/06/2020 , 18:00:00,33409,33409
693,18/06/2020 , 18:15:00,13738,13738
694,18/06/2020 , 18:30:00,21918,21918
695,18/06/2020 , 18:45:00,17797,17797
696,18/06/2020 , 19:00:00,12295,12295
697,18/06/2020 , 19:15:00,10848,10848
698,18/06/2020 , 19:30:00,14378,14378
699,18/06/2020 , 19:45:00,10314,10314
700,18/06/2020 , 20:00:00,8978,8978
701,18/06/2020 , 20:15:00,8503,8503
702,18/06/2020 , 20:30:00,3256,3256
703,18/06/2020 , 20:45:00,1866,1866
704,18/06/2020 , 21:00:00,1390,1390
705,18/06/2020 , 21:15:00,1704,1704
706,18/06/2020 , 21:30:00,1370,1370
707,18/06/2020 , 21:45:00,1742,1742
708,18/06/2020 , 22:00:00,1172,1172
709,18/06/2020 , 22:15:00,655,655
710,18/06/2020 , 22:30:00,454,454
711,18/06/2020 , 22:45:00,345,345
712,18/06/2020 , 23:00:00,231,231
713,18/06/2020 , 23:15:00,257,257
714,18/06/2020 , 23:30:00,243,243
715,18/06/2020 , 23:45:00,193,193
716,18/06/2020 , 24:00:00,197,197
717,19/06/2020 , 00:15:00,164,164
718,19/06/2020 , 00:30:00,145,145
719,19/06/2020 , 00:45:00,121,121
720,19/06/2020 , 01:00:00,97,97
721,19/06/2020 , 01:15:00,67,67
722,19/06/2020 , 01:30:00,49,49
723,19/06/2020 , 01:45:00,43,43
724,19/06/2020 , 02:00:00,50,50
725,19/06/2020 , 02:15:00,64,64
726,19/06/2020 , 02:30:00,72,72
727,19/06/2020 , 02:45:00,80,80
728,19/06/2020 , 03:00:00,79,79
729,19/06/2020 , 03:15:00,132,132
730,19/06/2020 , 03:30:00,216,216
731,19/06/2020 , 03:45:00,295,295
732,19/06/2020 , 04:00:00,364,364
733,19/06/2020 , 04:15:00,356,356
734,19/06/2020 , 04:30:00,345,345
735,19/06/2020 , 04:45:00,418,418
736,19/06/2020 , 05:00:00,522,522
737,19/06/2020 , 05:15:00,699,699
738,19/06/2020 , 05:30:00,830,830
739,19/06/2020 , 05:45:00,1020,1020
740,19/06/2020 , 06:00:00,1280,1280
741,19/06/2020 , 06:15:00,1487,1487
742,19/06/2020 , 06:30:00,2034,2034
743,19/06/2020 , 06:45:00,4207,4207
744,19/06/2020 , 07:00:00,3766,3766
745,19/06/2020 , 07:15:00,4312,4312
746,19/06/2020 , 07:30:00,4148,4148
747,19/06/2020 , 07:45:00,5354,5354
748,19/06/2020 , 08:00:00,6235,6235
749,19/06/2020 , 08:15:00,4158,4158
750,19/06/2020 , 08:30:00,2653,2653
751,19/06/2020 , 08:45:00,3650,3650
752,19/06/2020 , 09:00:00,4634,4634
753,19/06/2020 , 09:15:00,5795,5795
754,19/06/2020 , 09:30:00,3953,3953
755,19/06/2020 , 09:45:00,4698,4698
756,19/06/2020 , 10:00:00,5428,5428
757,19/06/2020 , 10:15:00,5317,5317
758,19/06/2020 , 10:30:00,5061,5061
759,19/06/2020 , 10:45:00,3846,3846
760,19/06/2020 , 11:00:00,4490,4490
761,19/06/2020 , 11:15:00,5139,5139
762,19/06/2020 , 11:30:00,4024,4024
763,19/06/2020 , 11:45:00,6590,6590
764,19/06/2020 , 12:00:00,7064,7064
765,19/06/2020 , 12:15:00,5229,5229
766,19/06/2020 , 12:30:00,4585,4585
767,19/06/2020 , 12:45:00,4012,4012
768,19/06/2020 , 13:00:00,3716,3716
769,19/06/2020 , 13:15:00,5382,5382
770,19/06/2020 , 13:30:00,9215,9215
771,19/06/2020 , 13:45:00,7556,7556
772,19/06/2020 , 14:00:00,9347,9347
773,19/06/2020 , 14:15:00,6285,6285
774,19/06/2020 , 14:30:00,8525,8525
775,19/06/2020 , 14:45:00,17765,17765
776,19/06/2020 , 15:00:00,16735,16735
777,19/06/2020 , 15:15:00,19834,19834
778,19/06/2020 , 15:30:00,14780,14780
779,19/06/2020 , 15:45:00,17695,17695
780,19/06/2020 , 16:00:00,16530,16530
781,19/06/2020 , 16:15:00,14298,14298
782,19/06/2020 , 16:30:00,16056,16056
783,19/06/2020 , 16:45:00,27779,27779
784,19/06/2020 , 17:00:00,31119,31119
785,19/06/2020 , 17:15:00,22414,22414
786,19/06/2020 , 17:30:00,22181,22181
787,19/06/2020 , 17:45:00,25836,25836
788,19/06/2020 , 18:00:00,38406,38406
789,19/06/2020 , 18:15:00,31981,31981
790,19/06/2020 , 18:30:00,21429,21429
791,19/06/2020 , 18:45:00,13001,13001
792,19/06/2020 , 19:00:00,14102,14102
793,19/06/2020 , 19:15:00,23485,23485
794,19/06/2020 , 19:30:00,27523,27523
795,19/06/2020 , 19:45:00,22252,22252
796,19/06/2020 , 20:00:00,14177,14177
797,19/06/2020 , 20:15:00,21086,21086
798,19/06/2020 , 20:30:00,23980,23980
799,19/06/2020 , 20:45:00,16638,16638
800,19/06/2020 , 21:00:00,6285,6285
801,19/06/2020 , 21:15:00,6468,6468
802,19/06/2020 , 21:30:00,5534,5534
803,19/06/2020 , 21:45:00,3832,3832
804,19/06/2020 , 22:00:00,4450,4450
805,19/06/2020 , 22:15:00,3009,3009
806,19/06/2020 , 22:30:00,2989,2989
807,19/06/2020 , 22:45:00,2835,2835
808,19/06/2020 , 23:00:00,2398,2398
809,19/06/2020 , 23:15:00,1823,1823
810,19/06/2020 , 23:30:00,1325,1325
811,19/06/2020 , 23:45:00,906,906
812,19/06/2020 , 24:00:00,584,584
813,20/06/2020 , 00:15:00,400,400
814,20/06/2020 , 00:30:00,311,311
815,20/06/2020 , 00:45:00,259,259
816,20/06/2020 , 01:00:00,227,227
817,20/06/2020 , 01:15:00,207,207
818,20/06/2020 , 01:30:00,166,166
819,20/06/2020 , 01:45:00,138,138
820,20/06/2020 , 02:00:00,152,152
821,20/06/2020 , 02:15:00,183,183
822,20/06/2020 , 02:30:00,185,185
823,20/06/2020 , 02:45:00,208,208
824,20/06/2020 , 03:00:00,266,266
825,20/06/2020 , 03:15:00,318,318
826,20/06/2020 , 03:30:00,408,408
827,20/06/2020 , 03:45:00,568,568
828,20/06/2020 , 04:00:00,708,708
829,20/06/2020 , 04:15:00,863,863
830,20/06/2020 , 04:30:00,1129,1129
831,20/06/2020 , 04:45:00,1535,1535
832,20/06/2020 , 05:00:00,2096,2096
833,20/06/2020 , 05:15:00,2639,2639
834,20/06/2020 , 05:30:00,2842,2842
835,20/06/2020 , 05:45:00,3236,3236
836,20/06/2020 , 06:00:00,4394,4394
837,20/06/2020 , 06:15:00,6634,6634
838,20/06/2020 , 06:30:00,7112,7112
839,20/06/2020 , 06:45:00,7737,7737
840,20/06/2020 , 07:00:00,10009,10009
841,20/06/2020 , 07:15:00,11413,11413
842,20/06/2020 , 07:30:00,8781,8781
843,20/06/2020 , 07:45:00,8123,8123
844,20/06/2020 , 08:00:00,10280,10280
845,20/06/2020 , 08:15:00,17923,17923
846,20/06/2020 , 08:30:00,14394,14394
847,20/06/2020 , 08:45:00,13844,13844
848,20/06/2020 , 09:00:00,16591,16591
849,20/06/2020 , 09:15:00,28088,28088
850,20/06/2020 , 09:30:00,19970,19970
851,20/06/2020 , 09:45:00,20363,20363
852,20/06/2020 , 10:00:00,21590,21590
853,20/06/2020 , 10:15:00,22275,22275
854,20/06/2020 , 10:30:00,25700,25700
855,20/06/2020 , 10:45:00,23056,23056
856,20/06/2020 , 11:00:00,27561,27561
857,20/06/2020 , 11:15:00,38200,38200
858,20/06/2020 , 11:30:00,37520,37520
859,20/06/2020 , 11:45:00,36011,36011
860,20/06/2020 , 12:00:00,28314,28314
861,20/06/2020 , 12:15:00,20741,20741
862,20/06/2020 , 12:30:00,19563,19563
863,20/06/2020 , 12:45:00,25446,25446
864,20/06/2020 , 13:00:00,33347,33347
865,20/06/2020 , 13:15:00,50196,50196
866,20/06/2020 , 13:30:00,45703,45703
867,20/06/2020 , 13:45:00,48377,48377
868,20/06/2020 , 14:00:00,51041,51041
869,20/06/2020 , 14:15:00,40392,40392
870,20/06/2020 , 14:30:00,28439,28439
871,20/06/2020 , 14:45:00,19405,19405
872,20/06/2020 , 15:00:00,10318,10318
873,20/06/2020 , 15:15:00,2536,2536
874,20/06/2020 , 15:30:00,1388,1388
875,20/06/2020 , 15:45:00,2268,2268
876,20/06/2020 , 16:00:00,3274,3274
877,20/06/2020 , 16:15:00,5064,5064
878,20/06/2020 , 16:30:00,4986,4986
879,20/06/2020 , 16:45:00,6883,6883
880,20/06/2020 , 17:00:00,6344,6344
881,20/06/2020 , 17:15:00,10920,10920
882,20/06/2020 , 17:30:00,11520,11520
883,20/06/2020 , 17:45:00,9516,9516
884,20/06/2020 , 18:00:00,8328,8328
885,20/06/2020 , 18:15:00,8452,8452
886,20/06/2020 , 18:30:00,5657,5657
887,20/06/2020 , 18:45:00,7653,7653
888,20/06/2020 , 19:00:00,7991,7991
889,20/06/2020 , 19:15:00,8340,8340
890,20/06/2020 , 19:30:00,6594,6594
891,20/06/2020 , 19:45:00,8053,8053
892,20/06/2020 , 20:00:00,5263,5263
893,20/06/2020 , 20:15:00,3618,3618
894,20/06/2020 , 20:30:00,5920,5920
895,20/06/2020 , 20:45:00,4721,4721
896,20/06/2020 , 21:00:00,3387,3387
897,20/06/2020 , 21:15:00,2764,2764
898,20/06/2020 , 21:30:00,2632,2632
899,20/06/2020 , 21:45:00,3101,3101
900,20/06/2020 , 22:00:00,1535,1535
901,20/06/2020 , 22:15:00,764,764
902,20/06/2020 , 22:30:00,776,776
903,20/06/2020 , 22:45:00,679,679
904,20/06/2020 , 23:00:00,492,492
905,20/06/2020 , 23:15:00,421,421
906,20/06/2020 , 23:30:00,217,217
907,20/06/2020 , 23:45:00,186,186
908,20/06/2020 , 24:00:00,83,83
909,21/06/2020 , 00:15:00,39,39
910,21/06/2020 , 00:30:00,35,35
911,21/06/2020 , 00:45:00,31,31
912,21/06/2020 , 01:00:00,14,14
913,21/06/2020 , 01:15:00,8,8
914,21/06/2020 , 01:30:00,15,15
915,21/06/2020 , 01:45:00,7,7
916,21/06/2020 , 02:00:00,9,9
917,21/06/2020 , 02:15:00,9,9
918,21/06/2020 , 02:30:00,8,8
919,21/06/2020 , 02:45:00,9,9
920,21/06/2020 , 03:00:00,8,8
921,21/06/2020 , 03:15:00,13,13
922,21/06/2020 , 03:30:00,16,16
923,21/06/2020 , 03:45:00,25,25
924,21/06/2020 , 04:00:00,40,40
925,21/06/2020 , 04:15:00,55,55
926,21/06/2020 , 04:30:00,84,84
927,21/06/2020 , 04:45:00,150,150
928,21/06/2020 , 05:00:00,150,150
929,21/06/2020 , 05:15:00,162,162
930,21/06/2020 , 05:30:00,366,366
931,21/06/2020 , 05:45:00,547,547
932,21/06/2020 , 06:00:00,473,473
933,21/06/2020 , 06:15:00,739,739
934,21/06/2020 , 06:30:00,721,721
935,21/06/2020 , 06:45:00,514,514
936,21/06/2020 , 07:00:00,514,514
937,21/06/2020 , 07:15:00,744,744
938,21/06/2020 , 07:30:00,916,916
939,21/06/2020 , 07:45:00,1115,1115
940,21/06/2020 , 08:00:00,1776,1776
941,21/06/2020 , 08:15:00,1443,1443
942,21/06/2020 , 08:30:00,1430,1430
943,21/06/2020 , 08:45:00,1423,1423
944,21/06/2020 , 09:00:00,1455,1455
945,21/06/2020 , 09:15:00,1978,1978
946,21/06/2020 , 09:30:00,2223,2223
947,21/06/2020 , 09:45:00,1998,1998
948,21/06/2020 , 10:00:00,2495,2495
949,21/06/2020 , 10:15:00,3706,3706
950,21/06/2020 , 10:30:00,4495,4495
951,21/06/2020 , 10:45:00,5405,5405
952,21/06/2020 , 11:00:00,4905,4905
953,21/06/2020 , 11:15:00,3634,3634
954,21/06/2020 , 11:30:00,4135,4135
955,21/06/2020 , 11:45:00,4736,4736
956,21/06/2020 , 12:00:00,4627,4627
957,21/06/2020 , 12:15:00,4338,4338
958,21/06/2020 , 12:30:00,4647,4647
959,21/06/2020 , 12:45:00,3803,3803
960,21/06/2020 , 13:00:00,4081,4081
961,21/06/2020 , 13:15:00,5255,5255
962,21/06/2020 , 13:30:00,5030,5030
963,21/06/2020 , 13:45:00,5324,5324
964,21/06/2020 , 14:00:00,5991,5991
965,21/06/2020 , 14:15:00,5730,5730
966,21/06/2020 , 14:30:00,4413,4413
967,21/06/2020 , 14:45:00,4239,4239
968,21/06/2020 , 15:00:00,4542,4542
969,21/06/2020 , 15:15:00,6789,6789
970,21/06/2020 , 15:30:00,4413,4413
971,21/06/2020 , 15:45:00,5026,5026
972,21/06/2020 , 16:00:00,4650,4650
973,21/06/2020 , 16:15:00,4171,4171
974,21/06/2020 , 16:30:00,4442,4442
975,21/06/2020 , 16:45:00,3918,3918
976,21/06/2020 , 17:00:00,3455,3455
977,21/06/2020 , 17:15:00,2797,2797
978,21/06/2020 , 17:30:00,2052,2052
979,21/06/2020 , 17:45:00,3414,3414
980,21/06/2020 , 18:00:00,3934,3934
981,21/06/2020 , 18:15:00,2686,2686
982,21/06/2020 , 18:30:00,2554,2554
983,21/06/2020 , 18:45:00,2500,2500
984,21/06/2020 , 19:00:00,2751,2751
985,21/06/2020 , 19:15:00,2789,2789
986,21/06/2020 , 19:30:00,1970,1970
987,21/06/2020 , 19:45:00,2179,2179
988,21/06/2020 , 20:00:00,1935,1935
989,21/06/2020 , 20:15:00,1895,1895
990,21/06/2020 , 20:30:00,2428,2428
991,21/06/2020 , 20:45:00,1497,1497
992,21/06/2020 , 21:00:00,1206,1206
993,21/06/2020 , 21:15:00,926,926
994,21/06/2020 , 21:30:00,825,825
995,21/06/2020 , 21:45:00,1081,1081
996,21/06/2020 , 22:00:00,796,796
997,21/06/2020 , 22:15:00,610,610
998,21/06/2020 , 22:30:00,607,607
999,21/06/2020 , 22:45:00,444,444
1000,21/06/2020 , 23:00:00,246,246
1001,21/06/2020 , 23:15:00,171,171
1002,21/06/2020 , 23:30:00,131,131
1003,21/06/2020 , 23:45:00,168,168
1004,21/06/2020 , 24:00:00,164,164
1005,22/06/2020 , 00:15:00,69,69
1006,22/06/2020 , 00:30:00,37,37
1007,22/06/2020 , 00:45:00,30,30
1008,22/06/2020 , 01:00:00,18,18
1009,22/06/2020 , 01:15:00,18,18
1010,22/06/2020 , 01:30:00,12,12
1011,22/06/2020 , 01:45:00,11,11
1012,22/06/2020 , 02:00:00,10,10
1013,22/06/2020 , 02:15:00,11,11
1014,22/06/2020 , 02:30:00,11,11
1015,22/06/2020 , 02:45:00,12,12
1016,22/06/2020 , 03:00:00,27,27
1017,22/06/2020 , 03:15:00,37,37
1018,22/06/2020 , 03:30:00,39,39
1019,22/06/2020 , 03:45:00,47,47
1020,22/06/2020 , 04:00:00,71,71
1021,22/06/2020 , 04:15:00,93,93
1022,22/06/2020 , 04:30:00,140,140
1023,22/06/2020 , 04:45:00,165,165
1024,22/06/2020 , 05:00:00,217,217
1025,22/06/2020 , 05:15:00,261,261
1026,22/06/2020 , 05:30:00,346,346
1027,22/06/2020 , 05:45:00,490,490
1028,22/06/2020 , 06:00:00,462,462
1029,22/06/2020 , 06:15:00,421,421
1030,22/06/2020 , 06:30:00,725,725
1031,22/06/2020 , 06:45:00,964,964
1032,22/06/2020 , 07:00:00,799,799
1033,22/06/2020 , 07:15:00,852,852
1034,22/06/2020 , 07:30:00,871,871
1035,22/06/2020 , 07:45:00,829,829
1036,22/06/2020 , 08:00:00,801,801
1037,22/06/2020 , 08:15:00,1344,1344
1038,22/06/2020 , 08:30:00,1355,1355
1039,22/06/2020 , 08:45:00,1111,1111
1040,22/06/2020 , 09:00:00,1921,1921
1041,22/06/2020 , 09:15:00,2110,2110
1042,22/06/2020 , 09:30:00,2460,2460
1043,22/06/2020 , 09:45:00,2519,2519
1044,22/06/2020 , 10:00:00,2247,2247
1045,22/06/2020 , 10:15:00,2234,2234
1046,22/06/2020 , 10:30:00,2601,2601
1047,22/06/2020 , 10:45:00,3164,3164
1048,22/06/2020 , 11:00:00,2955,2955
1049,22/06/2020 , 11:15:00,2979,2979
1050,22/06/2020 , 11:30:00,4033,4033
1051,22/06/2020 , 11:45:00,4377,4377
1052,22/06/2020 , 12:00:00,5280,5280
1053,22/06/2020 , 12:15:00,4955,4955
1054,22/06/2020 , 12:30:00,4335,4335
1055,22/06/2020 , 12:45:00,3778,3778
1056,22/06/2020 , 13:00:00,4791,4791
1057,22/06/2020 , 13:15:00,4004,4004
1058,22/06/2020 , 13:30:00,4995,4995
1059,22/06/2020 , 13:45:00,4826,4826
1060,22/06/2020 , 14:00:00,4713,4713
1061,22/06/2020 , 14:15:00,5327,5327
1062,22/06/2020 , 14:30:00,5195,5195
1063,22/06/2020 , 14:45:00,5013,5013
1064,22/06/2020 , 15:00:00,4652,4652
1065,22/06/2020 , 15:15:00,4669,4669
1066,22/06/2020 , 15:30:00,4535,4535
1067,22/06/2020 , 15:45:00,3867,3867
1068,22/06/2020 , 16:00:00,4781,4781
1069,22/06/2020 , 16:15:00,4283,4283
1070,22/06/2020 , 16:30:00,3474,3474
1071,22/06/2020 , 16:45:00,2933,2933
1072,22/06/2020 , 17:00:00,2892,2892
1073,22/06/2020 , 17:15:00,3108,3108
1074,22/06/2020 , 17:30:00,2480,2480
1075,22/06/2020 , 17:45:00,2522,2522
1076,22/06/2020 , 18:00:00,2484,2484
1077,22/06/2020 , 18:15:00,2173,2173
1078,22/06/2020 , 18:30:00,1619,1619
1079,22/06/2020 , 18:45:00,1269,1269
1080,22/06/2020 , 19:00:00,1793,1793
1081,22/06/2020 , 19:15:00,1568,1568
1082,22/06/2020 , 19:30:00,1457,1457
1083,22/06/2020 , 19:45:00,1545,1545
1084,22/06/2020 , 20:00:00,1038,1038
1085,22/06/2020 , 20:15:00,1147,1147
1086,22/06/2020 , 20:30:00,1360,1360
1087,22/06/2020 , 20:45:00,1381,1381
1088,22/06/2020 , 21:00:00,1570,1570
1089,22/06/2020 , 21:15:00,1143,1143
1090,22/06/2020 , 21:30:00,699,699
1091,22/06/2020 , 21:45:00,556,556
1092,22/06/2020 , 22:00:00,331,331
1093,22/06/2020 , 22:15:00,240,240
1094,22/06/2020 , 22:30:00,152,152
1095,22/06/2020 , 22:45:00,134,134
1096,22/06/2020 , 23:00:00,215,215
1097,22/06/2020 , 23:15:00,245,245
1098,22/06/2020 , 23:30:00,170,170
1099,22/06/2020 , 23:45:00,87,87
1100,22/06/2020 , 24:00:00,54,54
1101,23/06/2020 , 00:15:00,39,39
1102,23/06/2020 , 00:30:00,29,29
1103,23/06/2020 , 00:45:00,21,21
1104,23/06/2020 , 01:00:00,16,16
1105,23/06/2020 , 01:15:00,13,13
1106,23/06/2020 , 01:30:00,12,12
1107,23/06/2020 , 01:45:00,10,10
1108,23/06/2020 , 02:00:00,7,7
1109,23/06/2020 , 02:15:00,8,8
1110,23/06/2020 , 02:30:00,9,9
1111,23/06/2020 , 02:45:00,10,10
1112,23/06/2020 , 03:00:00,18,18
1113,23/06/2020 , 03:15:00,30,30
1114,23/06/2020 , 03:30:00,45,45
1115,23/06/2020 , 03:45:00,55,55
1116,23/06/2020 , 04:00:00,65,65
1117,23/06/2020 , 04:15:00,84,84
1118,23/06/2020 , 04:30:00,119,119
1119,23/06/2020 , 04:45:00,165,165
1120,23/06/2020 , 05:00:00,268,268
1121,23/06/2020 , 05:15:00,413,413
1122,23/06/2020 , 05:30:00,517,517
1123,23/06/2020 , 05:45:00,736,736
1124,23/06/2020 , 06:00:00,848,848
1125,23/06/2020 , 06:15:00,809,809
1126,23/06/2020 , 06:30:00,778,778
1127,23/06/2020 , 06:45:00,1160,1160
1128,23/06/2020 , 07:00:00,1420,1420
1129,23/06/2020 , 07:15:00,1714,1714
1130,23/06/2020 , 07:30:00,1887,1887
1131,23/06/2020 , 07:45:00,1977,1977
1132,23/06/2020 , 08:00:00,1600,1600
1133,23/06/2020 , 08:15:00,1663,1663
1134,23/06/2020 , 08:30:00,2406,2406
1135,23/06/2020 , 08:45:00,3076,3076
1136,23/06/2020 , 09:00:00,3502,3502
1137,23/06/2020 , 09:15:00,3189,3189
1138,23/06/2020 , 09:30:00,2671,2671
1139,23/06/2020 , 09:45:00,2815,2815
1140,23/06/2020 , 10:00:00,3294,3294
1141,23/06/2020 , 10:15:00,2932,2932
1142,23/06/2020 , 10:30:00,3752,3752
1143,23/06/2020 , 10:45:00,5315,5315
1144,23/06/2020 , 11:00:00,5228,5228
1145,23/06/2020 , 11:15:00,4047,4047
1146,23/06/2020 , 11:30:00,3798,3798
1147,23/06/2020 , 11:45:00,3607,3607
1148,23/06/2020 , 12:00:00,4193,4193
1149,23/06/2020 , 12:15:00,5019,5019
1150,23/06/2020 , 12:30:00,4446,4446
1151,23/06/2020 , 12:45:00,4905,4905
1152,23/06/2020 , 13:00:00,4556,4556
1153,23/06/2020 , 13:15:00,4662,4662
1154,23/06/2020 , 13:30:00,4988,4988
1155,23/06/2020 , 13:45:00,5181,5181
1156,23/06/2020 , 14:00:00,5369,5369
1157,23/06/2020 , 14:15:00,5273,5273
1158,23/06/2020 , 14:30:00,5230,5230
1159,23/06/2020 , 14:45:00,5215,5215
1160,23/06/2020 , 15:00:00,5599,5599
1161,23/06/2020 , 15:15:00,6248,6248
1162,23/06/2020 , 15:30:00,7775,7775
1163,23/06/2020 , 15:45:00,8826,8826
1164,23/06/2020 , 16:00:00,8515,8515
1165,23/06/2020 , 16:15:00,7502,7502
1166,23/06/2020 , 16:30:00,7914,7914
1167,23/06/2020 , 16:45:00,9923,9923
1168,23/06/2020 , 17:00:00,10999,10999
1169,23/06/2020 , 17:15:00,9522,9522
1170,23/06/2020 , 17:30:00,9567,9567
1171,23/06/2020 , 17:45:00,8059,8059
1172,23/06/2020 , 18:00:00,6705,6705
1173,23/06/2020 , 18:15:00,4503,4503
1174,23/06/2020 , 18:30:00,3418,3418
1175,23/06/2020 , 18:45:00,3019,3019
1176,23/06/2020 , 19:00:00,2811,2811
1177,23/06/2020 , 19:15:00,3339,3339
1178,23/06/2020 , 19:30:00,3152,3152
1179,23/06/2020 , 19:45:00,3765,3765
1180,23/06/2020 , 20:00:00,4458,4458
1181,23/06/2020 , 20:15:00,4457,4457
1182,23/06/2020 , 20:30:00,3967,3967
1183,23/06/2020 , 20:45:00,2086,2086
1184,23/06/2020 , 21:00:00,1270,1270
1185,23/06/2020 , 21:15:00,896,896
1186,23/06/2020 , 21:30:00,866,866
1187,23/06/2020 , 21:45:00,722,722
1188,23/06/2020 , 22:00:00,873,873
1189,23/06/2020 , 22:15:00,887,887
1190,23/06/2020 , 22:30:00,550,550
1191,23/06/2020 , 22:45:00,495,495
1192,23/06/2020 , 23:00:00,484,484
1193,23/06/2020 , 23:15:00,308,308
1194,23/06/2020 , 23:30:00,272,272
1195,23/06/2020 , 23:45:00,220,220
1196,23/06/2020 , 24:00:00,101,101
1197,24/06/2020 , 00:15:00,67,67
1198,24/06/2020 , 00:30:00,42,42
1199,24/06/2020 , 00:45:00,35,35
1200,24/06/2020 , 01:00:00,35,35
1201,24/06/2020 , 01:15:00,25,25
1202,24/06/2020 , 01:30:00,23,23
1203,24/06/2020 , 01:45:00,21,21
1204,24/06/2020 , 02:00:00,22,22
1205,24/06/2020 , 02:15:00,24,24
1206,24/06/2020 , 02:30:00,19,19
1207,24/06/2020 , 02:45:00,24,24
1208,24/06/2020 , 03:00:00,34,34
1209,24/06/2020 , 03:15:00,52,52
1210,24/06/2020 , 03:30:00,58,58
1211,24/06/2020 , 03:45:00,76,76
1212,24/06/2020 , 04:00:00,138,138
1213,24/06/2020 , 04:15:00,267,267
1214,24/06/2020 , 04:30:00,390,390
1215,24/06/2020 , 04:45:00,476,476
1216,24/06/2020 , 05:00:00,492,492
1217,24/06/2020 , 05:15:00,571,571
1218,24/06/2020 , 05:30:00,821,821
1219,24/06/2020 , 05:45:00,1159,1159
1220,24/06/2020 , 06:00:00,1248,1248
1221,24/06/2020 , 06:15:00,1165,1165
1222,24/06/2020 , 06:30:00,1444,1444
1223,24/06/2020 , 06:45:00,1298,1298
1224,24/06/2020 , 07:00:00,1490,1490
1225,24/06/2020 , 07:15:00,1797,1797
1226,24/06/2020 , 07:30:00,2343,2343
1227,24/06/2020 , 07:45:00,2922,2922
1228,24/06/2020 , 08:00:00,3511,3511
1229,24/06/2020 , 08:15:00,5129,5129
1230,24/06/2020 , 08:30:00,7247,7247
1231,24/06/2020 , 08:45:00,9136,9136
1232,24/06/2020 , 09:00:00,10065,10065
