"Site","DateTime","PT1","PT2","MeanDischarge"
"POKE",2019-06-04 03:30:00,300.678358029928,345.51047127223,323.094414651079
"POKE",2019-06-04 03:45:00,301.459712693632,345.51047127223,323.485091982931
"POKE",2019-06-04 04:00:00,300.678358029928,344.010188508892,322.34427326941
"POKE",2019-06-04 04:15:00,303.022422021039,348.511036798906,325.766729409972
"POKE",2019-06-04 04:30:00,303.803776684743,347.010754035568,325.407265360155
"POKE",2019-06-04 04:45:00,304.585131348447,348.511036798906,326.548084073676
"POKE",2019-06-04 05:00:00,305.36648601215,350.011319562244,327.688902787197
"POKE",2019-06-04 05:15:00,305.36648601215,351.511602325581,328.439044168866
"POKE",2019-06-04 05:30:00,306.147840675854,350.011319562244,328.079580119049
"POKE",2019-06-04 05:45:00,304.585131348447,350.011319562244,327.298225455345
"POKE",2019-06-04 06:00:00,306.147840675854,351.511602325581,328.829721500718
"POKE",2019-06-04 06:15:00,306.147840675854,353.011885088919,329.579862882387
"POKE",2019-06-04 06:30:00,307.710550003261,347.010754035568,327.360652019414
"POKE",2019-06-04 06:45:00,308.491904666965,350.011319562244,329.251612114604
