"","date","GPP.daily","GPP.daily.sd","ER.daily","ER.daily.sd","K600.daily","K600.daily.sd","warnings","errors"
"99",2021-08-24,2.28163307003359,0.195430852803572,-3.26441321665267,0.466155896608081,1.87941793321218,0.436352673689094,"overall warnings",""
"100",2021-08-25,2.92130660769215,0.216248314034647,-5.49622457014708,0.420052617699938,4.29460561246371,0.426741852104199,"overall warnings",""
"101",2021-08-26,2.5193885910522,0.240302526409252,-5.37944838035001,0.536987502381203,4.26928447384024,0.483694996166081,"overall warnings",""
"102",2021-08-27,1.7475007185113,0.217580526025139,-3.39249845076388,0.674308412161526,3.37962048281799,0.629148841555367,"overall warnings",""
"103",2021-08-28,2.02337254801409,0.216440462567243,-4.23578896154155,0.485969791834946,5.13979555032594,0.507393041257061,"overall warnings",""
"104",2021-08-29,1.71705403413678,0.185195000702191,-3.79205137050041,0.334764204572261,3.45359977285643,0.480457468305994,"overall warnings",""
"105",2021-08-30,2.39700928174636,0.233043259371798,-4.62586352219246,0.453438892304244,3.30138364862651,0.491579153130961,"overall warnings",""
"106",2021-08-31,3.30730849198929,0.225405456051182,-5.22414127717873,0.372123584179342,4.2101665114412,0.35911423769407,"overall warnings",""
"107",2021-09-01,3.48179304444155,0.248357781179134,-5.82669693575719,0.423560996733664,3.92198408805253,0.35879336055252,"overall warnings",""
"108",2021-09-02,2.57609244145209,0.224803894935718,-4.0517311537729,0.520233006280784,2.21452026240839,0.453815374220293,"overall warnings",""
"109",2021-09-03,4.05699018000776,0.207140331226173,-6.41922484839709,0.387091750045595,4.19460749359005,0.305351869047258,"overall warnings",""
"110",2021-09-04,3.52416556848771,0.174766033724674,-5.39002522734901,0.287685323339763,2.9166968566321,0.265299545482471,"overall warnings",""
"111",2021-09-05,2.45182532034271,0.212604302674356,-3.30395870108967,0.37657176721855,2.3284287232116,0.374977562040187,"overall warnings",""
"112",2021-09-06,2.74515312812517,0.226394867553391,-5.09032576493276,0.493170564284397,4.41184036742058,0.448297841523266,"overall warnings",""
"113",2021-09-07,3.40491680926551,0.235380656054322,-4.92537626004804,0.450968016577839,4.33932539083973,0.424529372842055,"overall warnings",""
"114",2021-09-08,2.65182864300675,0.202941801550981,-4.99858113532127,0.409857050833734,4.34826400392772,0.377194815804462,"overall warnings",""
"115",2021-09-09,2.80736898457609,0.181173687985365,-5.72594104805477,0.379441490425079,4.32936539660123,0.360179395526283,"overall warnings",""
"116",2021-09-10,3.06116051957207,0.205691744854404,-5.74244550931984,0.407105926223268,4.53008620705914,0.358952629958358,"overall warnings",""
"117",2021-09-11,2.76983511323112,0.235987998872544,-4.58813902066506,0.433733134482914,4.105630666939,0.383137114342299,"overall warnings",""
