"date","GPP","GPP.lower","GPP.upper","ER","ER.lower","ER.upper","msgs.fit","warnings","errors"
2020-06-13,NA,NA,NA,NA,NA,NA,"w     E","",""
2020-09-02,NA,NA,NA,NA,NA,NA,"w     E","",""
2020-09-03,2.80595152870943,2.33494487046866,3.32618026680966,-6.7649149467461,-8.02054847468743,-5.45328759942962,"w      ","",""
2020-09-04,2.94393019185961,2.20610512859315,3.66104971314559,-8.4121051764785,-10.4549172224907,-6.38507900151351,"w      ","",""
2020-09-05,3.10771124046224,2.49351062261135,3.792953060996,-9.10843703897782,-11.1634671224876,-7.28502189556731,"w      ","",""
2020-09-06,1.23552419085935,0.671572916028384,1.71909827892248,-5.0870431539355,-6.64682322341519,-3.26380315809575,"w      ","",""
2020-09-07,0.777545011951001,0.41352771658872,1.12785795671247,-6.40656647695112,-9.1484542486842,-3.99817390148041,"w      ","",""
2020-09-08,1.43291208974711,0.903535266640861,1.91552833314846,-8.74732249431918,-11.3375920672584,-6.14261437486419,"w      ","",""
2020-09-09,1.27853327412665,0.772347771448002,1.78003200728997,-7.55777921144357,-10.3925587399465,-4.78830556088675,"w      ","",""
2020-09-10,0.220938153269719,0.0325515885746108,0.555668733247832,-9.0403907036954,-12.854631775064,-5.52935803802918,"w      ","",""
2020-09-11,0.362317220483642,0.0224426472224431,0.794425986533333,-8.7750031362915,-12.7154321005921,-4.98766787877699,"w      ","",""
2020-09-12,0.591339514392887,0.0792297056463953,1.05840572789744,-8.36996514760601,-12.1543374657876,-3.52717286420164,"w      ","",""
2020-09-13,0.601630946472237,0.171187349800214,1.00996161364203,-7.3044441228346,-9.78776836979044,-4.44121722950101,"w      ","",""
2020-09-14,0.967338446285196,0.481435675319949,1.43306400718971,-7.13487299340018,-9.94015183483738,-4.06308363604636,"w      ","",""
2020-09-15,NA,NA,NA,NA,NA,NA,"w     E","",""
2020-09-16,1.09970660933251,0.0314028063155955,1.59149884512356,-5.34951028955839,-7.12855805499828,-1.69234216734697,"w      ","",""
